CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Country
13854,9,25,8109.52,0,Champions,United Kingdom
14952,60,11,8099.49,0,Champions,United Kingdom
18109,2,26,8052.97,0,Champions,United Kingdom
14796,2,17,8022.49,0,Champions,United Kingdom
12428,26,9,7956.46,0,Champions,Finland
15290,5,18,7943.22,0,Champions,United Kingdom
14849,22,25,7930.54,0,Champions,United Kingdom
12757,16,13,7857.1,0,Champions,Portugal
17811,5,39,7837.73,0,Champions,United Kingdom
13093,276,8,7832.47,0,Champions,United Kingdom
12435,80,2,7829.89,1,Loyal Customers,Denmark
13629,24,11,7792.36,0,Champions,United Kingdom
15044,20,17,7700.23,0,Champions,United Kingdom
15194,4,15,7616.53,0,Champions,United Kingdom
18172,15,20,7561.68,0,Champions,United Kingdom
13263,2,35,7454.07,0,Champions,United Kingdom
12474,18,18,7375.79,0,Champions,Germany
12980,158,9,7374.9,0,Champions,United Kingdom
15465,20,18,7354.62,0,Champions,United Kingdom
17396,40,8,7330.8,0,Champions,United Kingdom
12583,3,15,7281.38,0,Champions,France
13018,17,28,7277.7,0,Champions,United Kingdom
18229,12,20,7276.9,0,Champions,United Kingdom
16923,13,19,7247.61,0,Champions,United Kingdom
16729,39,21,7239.92,0,Champions,United Kingdom
16745,87,17,7194.3,0,Champions,United Kingdom
16873,5,6,7123.62,0,Champions,United Kingdom
13324,37,10,7121.95,0,Champions,United Kingdom
13985,5,15,7060.13,0,Champions,United Kingdom
14961,11,9,7044.68,0,Champions,United Kingdom
12766,4,7,6989.63,0,Champions,Portugal
12798,11,3,6977.04,1,Loyal Customers,Japan
12989,4,15,6924.11,0,Champions,United Kingdom
16713,19,15,6923.13,0,Champions,United Kingdom
13027,114,6,6912.0,0,Champions,United Kingdom
16187,32,15,6911.44,0,Champions,United Kingdom
17416,30,7,6893.42,0,Champions,United Kingdom
12705,16,9,6868.29,0,Champions,Germany
12476,16,11,6816.42,0,Champions,Germany
12830,38,6,6814.64,0,Champions,United Kingdom
15023,4,11,6802.76,0,Champions,United Kingdom
18055,8,10,6784.19,0,Champions,United Kingdom
15601,12,14,6776.56,0,Champions,United Kingdom
16652,59,7,6773.97,0,Champions,United Kingdom
16532,18,3,6748.8,1,Loyal Customers,United Kingdom
13576,11,18,6717.34,0,Champions,United Kingdom
16746,5,18,6697.66,0,Champions,United Kingdom
15249,32,13,6688.46,0,Champions,United Kingdom
16353,4,23,6675.71,0,Champions,United Kingdom
17338,18,8,6643.93,0,Champions,United Kingdom
12626,24,9,6620.48,0,Champions,Germany
16182,73,4,6617.65,1,Loyal Customers,United Kingdom
15144,9,17,6580.44,0,Champions,United Kingdom
12472,33,7,6572.11,0,Champions,Germany
16814,15,21,6509.1,0,Champions,United Kingdom
12431,36,15,6487.45,0,Champions,Australia
18223,5,14,6484.54,0,Champions,United Kingdom
15694,1,14,6479.4,0,Champions,United Kingdom
13225,4,7,6463.84,0,Champions,United Kingdom
13102,2,24,6424.09,0,Champions,United Kingdom
13871,23,13,6403.25,0,Champions,United Kingdom
12359,58,4,6372.58,1,Loyal Customers,Cyprus
13668,3,21,6363.59,0,Champions,United Kingdom
13709,4,13,6328.05,0,Champions,United Kingdom
15005,16,28,6316.57,0,Champions,United Kingdom
17315,2,38,6292.26,0,Champions,United Kingdom
16126,30,4,6287.77,1,Loyal Customers,United Kingdom
14057,24,17,6217.96,0,Champions,United Kingdom
12357,34,1,6207.67,1,Loyal Customers,Switzerland
14060,5,19,6140.42,0,Champions,United Kingdom
13418,12,18,6127.43,0,Champions,United Kingdom
17509,58,8,6115.14,0,Champions,United Kingdom
15939,90,15,6115.01,0,Champions,United Kingdom
14735,4,32,6065.69,0,Champions,United Kingdom
12637,68,8,6021.9,0,Champions,France
13097,33,10,6010.42,0,Champions,United Kingdom
13316,38,4,5977.73,1,Loyal Customers,United Kingdom
14101,74,6,5976.79,0,Champions,United Kingdom
15382,15,6,5955.71,0,Champions,United Kingdom
14505,18,8,5905.64,0,Champions,United Kingdom
14415,2,13,5900.28,0,Champions,United Kingdom
14944,30,12,5900.25,0,Champions,United Kingdom
13209,31,8,5891.61,0,Champions,United Kingdom
13534,3,25,5870.08,0,Champions,United Kingdom
13050,15,17,5836.86,0,Champions,United Kingdom
12720,3,25,5781.73,0,Champions,Germany
15218,11,11,5756.89,0,Champions,United Kingdom
17686,8,7,5739.46,0,Champions,United Kingdom
13178,27,11,5725.47,0,Champions,United Kingdom
16553,164,12,5719.82,0,Champions,United Kingdom
13468,2,37,5704.97,0,Champions,United Kingdom
14110,4,12,5683.15,0,Champions,United Kingdom
14049,17,4,5681.72,1,Loyal Customers,United Kingdom
17049,3,9,5659.98,0,Champions,United Kingdom
17716,23,11,5655.99,0,Champions,United Kingdom
13004,12,18,5655.91,0,Champions,United Kingdom
18118,11,26,5653.82,0,Champions,United Kingdom
14688,8,21,5630.87,0,Champions,United Kingdom
17757,2,30,5605.29,0,Champions,United Kingdom
12481,23,10,5596.32,0,Champions,Germany
12839,3,14,5591.42,0,Champions,United Kingdom
16767,31,11,5580.6,0,Champions,United Kingdom
16161,2,19,5575.56,0,Champions,United Kingdom
12539,23,4,5568.35,1,Loyal Customers,Spain
15805,24,17,5528.48,0,Champions,United Kingdom
18225,4,12,5509.12,0,Champions,United Kingdom
16609,16,7,5493.46,0,Champions,United Kingdom
16985,18,10,5464.12,0,Champions,United Kingdom
16265,10,9,5447.0,0,Champions,United Kingdom
18198,5,17,5425.56,0,Champions,United Kingdom
12490,6,10,5417.93,0,Champions,France
17809,17,12,5411.91,0,Champions,United Kingdom
16701,9,13,5398.3,0,Champions,United Kingdom
17719,38,15,5396.04,0,Champions,United Kingdom
17850,373,34,5391.21,0,Champions,United Kingdom
16303,26,3,5360.63,1,Loyal Customers,United Kingdom
13269,2,15,5346.23,0,Champions,United Kingdom
15150,18,10,5314.47,0,Champions,United Kingdom
17730,4,13,5298.48,0,Champions,United Kingdom
17061,74,11,5232.23,0,Champions,United Kingdom
18226,45,11,5228.05,0,Champions,United Kingdom
12362,4,10,5226.23,0,Champions,Belgium
15046,10,15,5213.77,0,Champions,United Kingdom
16258,46,5,5203.51,1,Loyal Customers,United Kingdom
13756,3,14,5189.52,0,Champions,United Kingdom
16191,3,13,5180.52,0,Champions,United Kingdom
15727,17,7,5178.96,0,Champions,United Kingdom
17858,6,12,5155.66,0,Champions,United Kingdom
13599,2,21,5153.67,0,Champions,United Kingdom
15903,10,7,5126.76,0,Champions,United Kingdom
13941,22,5,5112.96,1,Loyal Customers,United Kingdom
17602,3,6,5102.97,0,Champions,United Kingdom
16700,9,13,5076.55,0,Champions,United Kingdom
14562,4,18,5074.77,0,Champions,United Kingdom
15301,51,12,5070.35,0,Champions,United Kingdom
13139,17,7,5064.94,0,Champions,United Kingdom
12432,43,5,5059.32,1,Loyal Customers,Norway
15719,33,13,5045.61,0,Champions,United Kingdom
17426,9,6,5037.26,0,Champions,United Kingdom
14329,18,7,5014.84,0,Champions,United Kingdom
14755,10,11,5010.28,0,Champions,United Kingdom
12444,22,5,5005.46,1,Loyal Customers,Norway
15032,257,3,4959.1,1,Loyal Customers,United Kingdom
15547,8,14,4954.84,0,Champions,United Kingdom
12437,2,18,4951.41,0,Champions,France
12700,8,4,4939.99,1,Loyal Customers,France
15786,47,3,4932.2,1,Loyal Customers,United Kingdom
14709,16,13,4921.04,0,Champions,United Kingdom
17133,16,7,4892.24,0,Champions,United Kingdom
12664,9,9,4881.88,0,Champions,Finland
12688,114,1,4873.81,1,Loyal Customers,Israel
14292,8,9,4871.93,0,Champions,United Kingdom
17652,26,12,4867.72,0,Champions,United Kingdom
15738,19,16,4812.42,0,Champions,United Kingdom
13013,2,13,4810.94,0,Champions,United Kingdom
15555,13,16,4805.17,0,Champions,United Kingdom
17365,13,8,4801.56,0,Champions,United Kingdom
15298,3,12,4799.9,0,Champions,United Kingdom
15187,2,16,4777.18,0,Champions,United Kingdom
17690,31,15,4757.95,0,Champions,United Kingdom
12955,2,11,4757.16,0,Champions,United Kingdom
14180,11,25,4748.52,0,Champions,United Kingdom
15152,10,13,4745.69,0,Champions,United Kingdom
16722,18,13,4730.81,0,Champions,United Kingdom
12714,10,5,4708.86,1,Loyal Customers,France
14159,20,11,4693.01,0,Champions,United Kingdom
14135,2,15,4690.31,0,Champions,United Kingdom
14191,2,13,4684.76,0,Champions,United Kingdom
15291,26,15,4668.3,0,Champions,United Kingdom
14189,3,15,4654.08,0,Champions,United Kingdom
14390,11,9,4652.82,0,Champions,United Kingdom
14286,24,3,4628.75,1,Loyal Customers,United Kingdom
16931,6,21,4604.22,0,Champions,United Kingdom
13802,139,3,4599.42,1,Loyal Customers,United Kingdom
15093,19,6,4597.02,0,Champions,United Kingdom
14004,44,7,4582.64,0,Champions,United Kingdom
17613,23,14,4559.15,0,Champions,United Kingdom
17068,13,21,4552.14,0,Champions,United Kingdom
12484,33,6,4541.72,0,Champions,Spain
13267,3,19,4521.49,0,Champions,United Kingdom
15299,68,7,4507.01,0,Champions,United Kingdom
17975,16,13,4488.81,0,Champions,United Kingdom
12524,10,8,4485.72,0,Champions,Germany
14426,24,10,4481.67,0,Champions,United Kingdom
16984,89,2,4481.35,1,Loyal Customers,United Kingdom
17364,1,11,4481.18,0,Champions,United Kingdom
12627,11,7,4478.53,0,Champions,Germany
14085,3,18,4448.54,0,Champions,United Kingdom
14534,3,18,4447.05,0,Champions,United Kingdom
13069,1,24,4436.12,0,Champions,United Kingdom
15955,25,14,4416.26,0,Champions,United Kingdom
16626,1,17,4413.1,0,Champions,United Kingdom
15874,64,7,4405.88,0,Champions,United Kingdom
12712,29,13,4396.13,0,Champions,Germany
13505,73,4,4393.63,1,Loyal Customers,Switzerland
12752,82,1,4366.78,1,Loyal Customers,Norway
16945,22,19,4345.5,0,Champions,United Kingdom
14016,162,4,4341.21,1,Loyal Customers,EIRE
14800,48,12,4339.74,0,Champions,United Kingdom
14525,20,9,4332.2,0,Champions,United Kingdom
17567,8,8,4331.48,0,Champions,United Kingdom
18251,88,1,4314.72,1,Loyal Customers,United Kingdom
12347,3,7,4310.0,0,Champions,Iceland
15034,16,8,4308.61,0,Champions,United Kingdom
17937,9,7,4301.22,0,Champions,United Kingdom
14422,1,6,4263.64,0,Champions,United Kingdom
12500,24,11,4257.82,0,Champions,Germany
17419,12,12,4226.57,0,Champions,United Kingdom
14277,16,3,4216.2,1,Loyal Customers,France
15804,1,13,4206.39,0,Champions,United Kingdom
17920,5,17,4204.1,0,Champions,United Kingdom
15971,18,12,4199.85,0,Champions,United Kingdom
12747,3,11,4196.01,0,Champions,United Kingdom
14146,9,5,4191.0,1,Loyal Customers,United Kingdom
18041,12,21,4183.39,0,Champions,United Kingdom
12949,31,8,4167.22,0,Champions,United Kingdom
15570,8,12,4165.52,0,Champions,United Kingdom
16549,11,10,4154.64,0,Champions,United Kingdom
13384,31,7,4151.93,0,Champions,United Kingdom
13555,74,4,4149.28,1,Loyal Customers,United Kingdom
13988,20,6,4147.96,0,Champions,United Kingdom
15514,13,11,4139.46,0,Champions,United Kingdom
12569,3,32,4124.69,0,Champions,Germany
16592,5,16,4113.68,0,Champions,United Kingdom
17940,50,10,4106.44,0,Champions,United Kingdom
17377,24,20,4100.92,0,Champions,United Kingdom
16401,2,12,4098.32,0,Champions,United Kingdom
16670,17,11,4095.9,0,Champions,United Kingdom
12749,4,5,4090.88,1,Loyal Customers,United Kingdom
14092,8,14,4076.91,0,Champions,United Kingdom
12449,23,4,4067.29,1,Loyal Customers,Belgium
18087,99,2,4055.72,1,Loyal Customers,United Kingdom
14401,5,13,4051.48,0,Champions,United Kingdom
12656,18,5,4051.17,1,Loyal Customers,France
12867,27,7,4036.82,0,Champions,United Kingdom
13815,23,4,4027.36,1,Loyal Customers,Germany
12841,5,25,4022.35,0,Champions,United Kingdom
12957,10,8,4017.54,0,Champions,United Kingdom
12378,130,1,4008.62,1,Loyal Customers,Switzerland
14547,4,8,4007.54,0,Champions,United Kingdom
16186,23,12,4006.94,0,Champions,United Kingdom
17769,13,10,3997.98,0,Champions,United Kingdom
15529,23,11,3995.23,0,Champions,United Kingdom
17001,1,11,3989.57,0,Champions,United Kingdom
15416,65,4,3984.32,1,Loyal Customers,United Kingdom
17611,8,15,3984.22,0,Champions,United Kingdom
12779,38,8,3981.36,0,Champions,Poland
12727,11,7,3980.7,0,Champions,France
14299,9,9,3965.62,0,Champions,United Kingdom
13523,34,5,3964.88,1,Loyal Customers,United Kingdom
13183,8,9,3957.78,0,Champions,United Kingdom
17651,12,10,3945.0,0,Champions,United Kingdom
12473,30,5,3938.55,1,Loyal Customers,Germany
17593,4,5,3927.34,1,Loyal Customers,United Kingdom
14739,5,7,3902.28,0,Champions,United Kingdom
13999,11,12,3901.81,0,Champions,United Kingdom
14291,2,11,3883.25,0,Champions,United Kingdom
18073,115,12,3877.52,0,Champions,United Kingdom
13124,90,3,3866.33,1,Loyal Customers,United Kingdom
15195,3,1,3861.0,1,Loyal Customers,United Kingdom
16717,24,6,3858.38,1,Loyal Customers,United Kingdom
12662,1,11,3849.78,0,Champions,Germany
16327,15,6,3844.22,1,Loyal Customers,United Kingdom
13266,12,12,3834.26,0,Champions,United Kingdom
17091,3,9,3827.76,0,Champions,United Kingdom
15867,6,15,3812.64,0,Champions,United Kingdom
12755,281,2,3811.95,2,Lost,Japan
12597,20,4,3811.22,1,Loyal Customers,Spain
13435,6,7,3809.89,0,Champions,United Kingdom
12668,12,4,3807.15,1,Loyal Customers,Germany
16145,9,11,3799.49,0,Champions,United Kingdom
16655,18,6,3794.52,1,Loyal Customers,United Kingdom
16168,11,27,3787.6,0,Champions,United Kingdom
16019,47,9,3786.24,0,Champions,United Kingdom
12562,9,7,3781.74,0,Champions,France
17173,6,8,3766.6,0,Champions,United Kingdom
16904,5,16,3754.27,0,Champions,United Kingdom
12429,10,4,3750.4,1,Loyal Customers,Denmark
17238,3,17,3744.65,0,Champions,United Kingdom
14145,47,4,3742.2,1,Loyal Customers,United Kingdom
13552,67,12,3740.07,0,Champions,United Kingdom
16570,16,10,3738.4,0,Champions,United Kingdom
15808,307,4,3734.97,2,Lost,United Kingdom
14282,4,15,3729.34,0,Champions,United Kingdom
12502,96,5,3723.87,1,Loyal Customers,Spain
12647,23,12,3722.82,0,Champions,Germany
13680,2,4,3722.42,1,Loyal Customers,United Kingdom
16240,25,2,3718.8,1,Loyal Customers,United Kingdom
14364,109,8,3717.35,0,Champions,United Kingdom
15845,18,8,3711.77,0,Champions,United Kingdom
15622,44,9,3709.56,0,Champions,United Kingdom
13148,30,12,3707.12,0,Champions,United Kingdom
17819,72,7,3704.87,0,Champions,United Kingdom
15379,170,7,3703.29,1,Loyal Customers,United Kingdom
12553,9,10,3692.28,0,Champions,France
16253,67,2,3683.86,1,Loyal Customers,United Kingdom
15581,121,13,3679.97,0,Champions,United Kingdom
15296,51,6,3672.86,1,Loyal Customers,United Kingdom
18079,46,4,3651.97,1,Loyal Customers,United Kingdom
13137,11,8,3650.41,0,Champions,United Kingdom
12417,4,9,3649.1,0,Champions,Belgium
16712,10,11,3645.43,0,Champions,United Kingdom
13426,1,10,3641.32,0,Champions,United Kingdom
12619,17,9,3641.24,0,Champions,Germany
16440,8,5,3640.67,1,Loyal Customers,United Kingdom
13381,32,6,3639.31,1,Loyal Customers,United Kingdom
17230,265,8,3638.41,1,Loyal Customers,United Kingdom
14543,29,16,3630.33,0,Champions,United Kingdom
17528,2,8,3628.5,0,Champions,United Kingdom
13327,39,8,3627.77,0,Champions,United Kingdom
13520,59,6,3624.35,1,Loyal Customers,Switzerland
17576,9,19,3622.68,0,Champions,United Kingdom
14040,41,12,3614.92,0,Champions,United Kingdom
13082,127,9,3613.63,0,Champions,United Kingdom
15505,53,5,3610.96,1,Loyal Customers,United Kingdom
15113,10,3,3609.33,1,Loyal Customers,United Kingdom
16242,9,7,3603.21,0,Champions,United Kingdom
15484,2,4,3594.31,1,Loyal Customers,United Kingdom
14132,3,11,3586.03,0,Champions,United Kingdom
17203,36,6,3563.85,1,Loyal Customers,United Kingdom
17491,2,10,3558.87,0,Champions,United Kingdom
15544,10,9,3546.71,0,Champions,United Kingdom
12370,52,4,3545.69,1,Loyal Customers,Cyprus
14503,4,6,3543.26,1,Loyal Customers,United Kingdom
13448,17,6,3539.37,1,Loyal Customers,United Kingdom
13334,83,3,3536.82,1,Loyal Customers,United Kingdom
12454,57,1,3528.34,1,Loyal Customers,Spain
17160,32,6,3518.03,1,Loyal Customers,United Kingdom
13953,8,7,3515.68,0,Champions,United Kingdom
16360,5,6,3512.53,1,Loyal Customers,United Kingdom
14395,3,9,3507.71,0,Champions,United Kingdom
16131,52,6,3506.54,1,Loyal Customers,United Kingdom
14907,4,7,3501.1,0,Champions,United Kingdom
16458,3,18,3482.74,0,Champions,United Kingdom
13993,43,9,3466.36,0,Champions,United Kingdom
13014,11,10,3466.28,0,Champions,United Kingdom
17758,20,8,3456.7,0,Champions,United Kingdom
15410,85,8,3450.84,0,Champions,United Kingdom
13536,2,7,3448.29,0,Champions,United Kingdom
15129,51,11,3447.4,0,Champions,United Kingdom
15974,40,7,3442.15,0,Champions,United Kingdom
17725,17,11,3439.08,0,Champions,United Kingdom
15676,19,3,3435.76,1,Loyal Customers,United Kingdom
14221,43,9,3432.8,0,Champions,United Kingdom
12406,23,2,3415.3,1,Loyal Customers,Denmark
15981,25,8,3408.48,0,Champions,United Kingdom
13437,15,7,3408.06,0,Champions,United Kingdom
17669,43,7,3406.72,0,Champions,United Kingdom
13198,11,6,3401.24,1,Loyal Customers,United Kingdom
15228,67,4,3386.71,1,Loyal Customers,United Kingdom
13842,59,9,3385.62,0,Champions,United Kingdom
15708,41,7,3364.24,0,Champions,United Kingdom
16011,9,16,3362.71,0,Champions,United Kingdom
14227,27,10,3350.96,0,Champions,United Kingdom
16818,11,11,3349.57,0,Champions,United Kingdom
16607,18,14,3347.71,0,Champions,United Kingdom
17183,8,6,3347.31,1,Loyal Customers,United Kingdom
13015,54,5,3346.28,1,Loyal Customers,United Kingdom
12643,129,6,3344.64,1,Loyal Customers,France
12613,58,5,3344.38,1,Loyal Customers,Germany
12594,38,10,3338.22,0,Champions,Italy
16556,67,7,3313.79,0,Champions,United Kingdom
13373,61,3,3312.25,1,Loyal Customers,United Kingdom
14841,54,6,3295.76,1,Loyal Customers,United Kingdom
14702,2,17,3292.14,0,Champions,United Kingdom
15632,16,8,3285.31,0,Champions,United Kingdom
12480,29,4,3281.63,1,Loyal Customers,Germany
15764,89,6,3279.97,1,Loyal Customers,United Kingdom
17723,128,6,3276.4,1,Loyal Customers,United Kingdom
13952,218,2,3251.07,1,Loyal Customers,United Kingdom
13047,32,10,3237.54,0,Champions,United Kingdom
15443,2,7,3236.91,0,Champions,United Kingdom
17050,97,6,3228.84,1,Loyal Customers,United Kingdom
14175,60,3,3222.3,1,Loyal Customers,United Kingdom
13880,22,13,3219.77,0,Champions,United Kingdom
13268,18,11,3214.69,0,Champions,United Kingdom
14388,11,8,3212.84,0,Champions,United Kingdom
16107,18,7,3204.16,0,Champions,United Kingdom
17220,25,14,3198.25,0,Champions,United Kingdom
13868,8,2,3192.54,1,Loyal Customers,United Kingdom
17685,17,7,3191.53,0,Champions,United Kingdom
13758,12,7,3190.55,0,Champions,United Kingdom
14844,64,4,3189.81,1,Loyal Customers,United Kingdom
12456,45,3,3181.04,1,Loyal Customers,Switzerland
17672,51,2,3178.17,1,Loyal Customers,United Kingdom
17231,13,10,3174.32,0,Champions,United Kingdom
16837,32,11,3170.98,0,Champions,United Kingdom
16041,31,3,3166.4,1,Loyal Customers,United Kingdom
15861,13,8,3165.36,0,Champions,United Kingdom
17863,60,6,3160.0,1,Loyal Customers,United Kingdom
15065,38,4,3158.13,1,Loyal Customers,United Kingdom
14235,76,5,3144.86,1,Loyal Customers,United Kingdom
13742,17,12,3131.02,0,Champions,United Kingdom
16156,9,9,3122.04,0,Champions,United Kingdom
13685,3,7,3119.44,0,Champions,United Kingdom
16326,6,14,3110.96,0,Champions,United Kingdom
16678,3,12,3109.99,0,Champions,United Kingdom
13869,124,4,3104.95,1,Loyal Customers,United Kingdom
14099,17,11,3104.17,0,Champions,United Kingdom
16905,6,7,3102.43,0,Champions,United Kingdom
15491,96,6,3100.09,1,Loyal Customers,United Kingdom
14257,65,5,3099.72,1,Loyal Customers,United Kingdom
14565,96,4,3099.12,1,Loyal Customers,United Kingdom
13135,197,1,3096.0,2,Lost,United Kingdom
17059,30,5,3095.04,1,Loyal Customers,United Kingdom
13362,10,4,3090.74,1,Loyal Customers,United Kingdom
15998,37,5,3089.97,1,Loyal Customers,United Kingdom
16218,30,7,3084.68,0,Champions,United Kingdom
18272,3,6,3078.58,1,Loyal Customers,United Kingdom
12910,24,8,3075.04,0,Champions,United Kingdom
13631,100,11,3070.42,0,Champions,United Kingdom
16686,48,7,3062.83,1,Loyal Customers,United Kingdom
14456,6,9,3062.4,0,Champions,United Kingdom
17799,23,10,3055.93,0,Champions,United Kingdom
16940,53,3,3049.88,1,Loyal Customers,United Kingdom
16393,3,13,3046.21,0,Champions,United Kingdom
16709,85,5,3029.87,1,Loyal Customers,United Kingdom
